scenario_id,plan_id,year,entity,metric,value,unit
BASE,base-v1,2037,hub,served_critical_t,135.0,t
BASE,base-v1,2037,hub,shortage_total_t,0.0,t
BASE,base-v1,2037,hub,shortage_critical_t,0.0,t
BASE,base-v1,2037,hub,closing_stock_t,50.165,t
BASE,base-v1,2037,hub,service_level_total,1.0,share
BASE,base-v1,2037,hub,service_level_critical,1.0,share
BASE,base-v1,2037,hub,reserve_required_t,23.424658,t
BASE,base-v1,2037,hub,reserve_days_at_start,72.279605,days
BASE,base-v1,2037,hub,reserve_equivalent_days,72.279605,days
BASE,base-v1,2037,hub,storage_capacity_t,120.0,t
BASE,base-v1,2037,hub,max_stock_t,50.165,t
BASE,base-v1,2037,hub,overflow_t,0.0,t
BASE,base-v1,2037,hub,emergency_base_channel,0,
BASE,base-v1,2037,hub,emergency_streak_years,0,
BASE,base-v1,2038,hub,demand_total_t,250.0,t
BASE,base-v1,2038,hub,demand_critical_t,170.0,t
BASE,base-v1,2038,hub,opening_stock_t,50.165,t
BASE,base-v1,2038,hub,ordered_t,280.0,t
BASE,base-v1,2038,hub,delivered_plan_t,280.0,t
BASE,base-v1,2038,hub,delivered_actual_t,280.0,t
BASE,base-v1,2038,hub,losses_t,3.36,t
BASE,base-v1,2038,hub,loss_share,0.012,share
BASE,base-v1,2038,hub,served_total_t,250.0,t
BASE,base-v1,2038,hub,served_critical_t,170.0,t
BASE,base-v1,2038,hub,shortage_total_t,0.0,t
BASE,base-v1,2038,hub,shortage_critical_t,0.0,t
BASE,base-v1,2038,hub,closing_stock_t,76.805,t
BASE,base-v1,2038,hub,service_level_total,1.0,share
BASE,base-v1,2038,hub,service_level_critical,1.0,share
BASE,base-v1,2038,hub,reserve_required_t,30.821918,t
BASE,base-v1,2038,hub,reserve_days_at_start,73.2409,days
BASE,base-v1,2038,hub,reserve_equivalent_days,73.2409,days
BASE,base-v1,2038,hub,storage_capacity_t,120.0,t
BASE,base-v1,2038,hub,max_stock_t,76.805,t
BASE,base-v1,2038,hub,overflow_t,0.0,t
BASE,base-v1,2038,hub,emergency_base_channel,0,
BASE,base-v1,2038,hub,emergency_streak_years,0,
BASE,base-v1,2039,hub,demand_total_t,320.0,t
BASE,base-v1,2039,hub,demand_critical_t,210.0,t
BASE,base-v1,2039,hub,opening_stock_t,76.805,t
BASE,base-v1,2039,hub,ordered_t,330.0,t
BASE,base-v1,2039,hub,delivered_plan_t,330.0,t
BASE,base-v1,2039,hub,delivered_actual_t,330.0,t
BASE,base-v1,2039,hub,losses_t,3.96,t
BASE,base-v1,2039,hub,loss_share,0.012,share
BASE,base-v1,2039,hub,served_total_t,320.0,t
BASE,base-v1,2039,hub,served_critical_t,210.0,t
BASE,base-v1,2039,hub,shortage_total_t,0.0,t
BASE,base-v1,2039,hub,shortage_critical_t,0.0,t
BASE,base-v1,2039,hub,closing_stock_t,82.845,t
BASE,base-v1,2039,hub,service_level_total,1.0,share
BASE,base-v1,2039,hub,service_level_critical,1.0,share
BASE,base-v1,2039,hub,reserve_required_t,39.452055,t
BASE,base-v1,2039,hub,reserve_days_at_start,87.605703,days
BASE,base-v1,2039,hub,reserve_equivalent_days,87.605703,days
BASE,base-v1,2039,hub,storage_capacity_t,120.0,t
BASE,base-v1,2039,hub,max_stock_t,82.845,t
BASE,base-v1,2039,hub,overflow_t,0.0,t
BASE,base-v1,2039,hub,emergency_base_channel,0,
BASE,base-v1,2039,hub,emergency_streak_years,0,
BASE,base-v1,2040,hub,demand_total_t,390.0,t
BASE,base-v1,2040,hub,demand_critical_t,250.0,t
BASE,base-v1,2040,hub,opening_stock_t,82.845,t
BASE,base-v1,2040,hub,ordered_t,400.0,t
BASE,base-v1,2040,hub,delivered_plan_t,400.0,t
BASE,base-v1,2040,hub,delivered_actual_t,400.0,t
BASE,base-v1,2040,hub,losses_t,4.8,t
BASE,base-v1,2040,hub,loss_share,0.012,share
BASE,base-v1,2040,hub,served_total_t,390.0,t
BASE,base-v1,2040,hub,served_critical_t,250.0,t
BASE,base-v1,2040,hub,shortage_total_t,0.0,t
BASE,base-v1,2040,hub,shortage_critical_t,0.0,t
BASE,base-v1,2040,hub,closing_stock_t,88.045,t
BASE,base-v1,2040,hub,service_level_total,1.0,share
BASE,base-v1,2040,hub,service_level_critical,1.0,share
BASE,base-v1,2040,hub,reserve_required_t,48.082192,t
BASE,base-v1,2040,hub,reserve_days_at_start,77.534423,days
BASE,base-v1,2040,hub,reserve_equivalent_days,77.534423,days
BASE,base-v1,2040,hub,storage_capacity_t,120.0,t
BASE,base-v1,2040,hub,max_stock_t,88.045,t
BASE,base-v1,2040,hub,overflow_t,0.0,t
BASE,base-v1,2040,hub,emergency_base_channel,0,
BASE,base-v1,2040,hub,emergency_streak_years,0,
BASE,base-v1,2035,A,available,1,bool
BASE,base-v1,2035,A,available_months,12,months
BASE,base-v1,2035,A,capacity_t,190.0,t
BASE,base-v1,2035,A,capacity_available_t,190.0,t
BASE,base-v1,2035,A,reserved_capacity_t,100.0,t
BASE,base-v1,2035,A,ordered_t,95.0,t
BASE,base-v1,2035,A,delivered_plan_t,95.0,t
BASE,base-v1,2035,A,delivered_actual_t,95.0,t
BASE,base-v1,2035,A,delivery_share,1.0,share
BASE,base-v1,2035,A,payable_volume_t,95.0,t
BASE,base-v1,2035,A,take_or_pay_topup_t,0.0,t
BASE,base-v1,2035,A,price_mln_per_t,6.2,t
BASE,base-v1,2035,A,base_price_mln_per_t,6.2,t
BASE,base-v1,2035,A,variable_payment_mln,589.0,mln
BASE,base-v1,2035,A,reservation_payment_mln,45.0,mln
BASE,base-v1,2035,A,total_payment_mln,634.0,mln
BASE,base-v1,2035,A,reliability,0.96,share
BASE,base-v1,2035,B,available,1,bool
BASE,base-v1,2035,B,available_months,12,months
BASE,base-v1,2035,B,capacity_t,110.0,t
BASE,base-v1,2035,B,capacity_available_t,110.0,t
BASE,base-v1,2035,B,reserved_capacity_t,30.0,t
BASE,base-v1,2035,B,ordered_t,20.0,t
BASE,base-v1,2035,B,delivered_plan_t,20.0,t
BASE,base-v1,2035,B,delivered_actual_t,20.0,t
BASE,base-v1,2035,B,delivery_share,1.0,share
BASE,base-v1,2035,B,payable_volume_t,20.0,t
BASE,base-v1,2035,B,take_or_pay_topup_t,0.0,t
BASE,base-v1,2035,B,price_mln_per_t,8.9,t
BASE,base-v1,2035,B,base_price_mln_per_t,8.9,t
BASE,base-v1,2035,B,variable_payment_mln,178.0,mln
BASE,base-v1,2035,B,reservation_payment_mln,4.5,mln
BASE,base-v1,2035,B,total_payment_mln,182.5,mln
BASE,base-v1,2035,B,reliability,0.985,share
BASE,base-v1,2035,C,available,0,bool
BASE,base-v1,2035,C,available_months,0,months
BASE,base-v1,2035,C,capacity_t,130.0,t
BASE,base-v1,2035,C,capacity_available_t,0.0,t
BASE,base-v1,2035,C,reserved_capacity_t,0.0,t
BASE,base-v1,2035,C,ordered_t,0.0,t
BASE,base-v1,2035,C,delivered_plan_t,0.0,t
BASE,base-v1,2035,C,delivered_actual_t,0.0,t
BASE,base-v1,2035,C,delivery_share,1.0,share
BASE,base-v1,2035,C,payable_volume_t,0.0,t
BASE,base-v1,2035,C,take_or_pay_topup_t,0.0,t
BASE,base-v1,2035,C,price_mln_per_t,7.1,t
BASE,base-v1,2035,C,base_price_mln_per_t,7.1,t
BASE,base-v1,2035,C,variable_payment_mln,0.0,mln
BASE,base-v1,2035,C,reservation_payment_mln,0.0,mln
BASE,base-v1,2035,C,total_payment_mln,0.0,mln
BASE,base-v1,2035,C,reliability,0.94,share
BASE,base-v1,2035,D,available,0,bool
BASE,base-v1,2035,D,available_months,0,months
BASE,base-v1,2035,D,capacity_t,120.0,t
BASE,base-v1,2035,D,capacity_available_t,0.0,t
BASE,base-v1,2035,D,reserved_capacity_t,0.0,t
BASE,base-v1,2035,D,ordered_t,0.0,t
BASE,base-v1,2035,D,delivered_plan_t,0.0,t
BASE,base-v1,2035,D,delivered_actual_t,0.0,t
BASE,base-v1,2035,D,delivery_share,1.0,share
BASE,base-v1,2035,D,payable_volume_t,0.0,t
BASE,base-v1,2035,D,take_or_pay_topup_t,0.0,t
BASE,base-v1,2035,D,price_mln_per_t,3.0,t
BASE,base-v1,2035,D,base_price_mln_per_t,3.0,t
BASE,base-v1,2035,D,variable_payment_mln,0.0,mln
BASE,base-v1,2035,D,reservation_payment_mln,0.0,mln
BASE,base-v1,2035,D,total_payment_mln,0.0,mln
BASE,base-v1,2035,E,available,1,bool
BASE,base-v1,2035,E,available_months,12,months
BASE,base-v1,2035,E,capacity_t,80.0,t
BASE,base-v1,2035,E,capacity_available_t,80.0,t
BASE,base-v1,2035,E,reserved_capacity_t,0.0,t
BASE,base-v1,2035,E,ordered_t,0.0,t
BASE,base-v1,2035,E,delivered_plan_t,0.0,t
BASE,base-v1,2035,E,delivered_actual_t,0.0,t
BASE,base-v1,2035,E,delivery_share,1.0,share
BASE,base-v1,2035,E,payable_volume_t,0.0,t
BASE,base-v1,2035,E,take_or_pay_topup_t,0.0,t
BASE,base-v1,2035,E,price_mln_per_t,13.8,t
BASE,base-v1,2035,E,base_price_mln_per_t,13.8,t
BASE,base-v1,2035,E,variable_payment_mln,0.0,mln
BASE,base-v1,2035,E,reservation_payment_mln,0.0,mln
BASE,base-v1,2035,E,total_payment_mln,0.0,mln
BASE,base-v1,2035,E,reliability,0.995,share
BASE,base-v1,2036,A,available,1,bool
BASE,base-v1,2036,A,available_months,12,months
BASE,base-v1,2036,A,capacity_t,190.0,t
BASE,base-v1,2036,A,capacity_available_t,190.0,t
BASE,base-v1,2036,A,reserved_capacity_t,150.0,t
BASE,base-v1,2036,A,ordered_t,140.0,t
BASE,base-v1,2036,A,delivered_plan_t,140.0,t
BASE,base-v1,2036,A,delivered_actual_t,140.0,t
BASE,base-v1,2036,A,delivery_share,1.0,share
BASE,base-v1,2036,A,payable_volume_t,140.0,t
BASE,base-v1,2036,A,take_or_pay_topup_t,0.0,t
BASE,base-v1,2036,A,price_mln_per_t,6.2,t
BASE,base-v1,2036,A,base_price_mln_per_t,6.2,t
BASE,base-v1,2036,A,variable_payment_mln,868.0,mln
BASE,base-v1,2036,A,reservation_payment_mln,67.5,mln
BASE,base-v1,2036,A,total_payment_mln,935.5,mln
BASE,base-v1,2036,A,reliability,0.96,share
BASE,base-v1,2036,B,available,1,bool
BASE,base-v1,2036,B,available_months,12,months
BASE,base-v1,2036,B,capacity_t,110.0,t
BASE,base-v1,2036,B,capacity_available_t,110.0,t
BASE,base-v1,2036,B,reserved_capacity_t,30.0,t
BASE,base-v1,2036,B,ordered_t,20.0,t
BASE,base-v1,2036,B,delivered_plan_t,20.0,t
BASE,base-v1,2036,B,delivered_actual_t,20.0,t
BASE,base-v1,2036,B,delivery_share,1.0,share
BASE,base-v1,2036,B,payable_volume_t,20.0,t
BASE,base-v1,2036,B,take_or_pay_topup_t,0.0,t
BASE,base-v1,2036,B,price_mln_per_t,8.9,t
BASE,base-v1,2036,B,base_price_mln_per_t,8.9,t
BASE,base-v1,2036,B,variable_payment_mln,178.0,mln
BASE,base-v1,2036,B,reservation_payment_mln,4.5,mln
BASE,base-v1,2036,B,total_payment_mln,182.5,mln
BASE,base-v1,2036,B,reliability,0.985,share
BASE,base-v1,2036,C,available,0,bool
BASE,base-v1,2036,C,available_months,0,months
BASE,base-v1,2036,C,capacity_t,130.0,t
BASE,base-v1,2036,C,capacity_available_t,0.0,t
BASE,base-v1,2036,C,reserved_capacity_t,0.0,t
BASE,base-v1,2036,C,ordered_t,0.0,t
BASE,base-v1,2036,C,delivered_plan_t,0.0,t
BASE,base-v1,2036,C,delivered_actual_t,0.0,t
BASE,base-v1,2036,C,delivery_share,1.0,share
BASE,base-v1,2036,C,payable_volume_t,0.0,t
BASE,base-v1,2036,C,take_or_pay_topup_t,0.0,t
BASE,base-v1,2036,C,price_mln_per_t,7.1,t
BASE,base-v1,2036,C,base_price_mln_per_t,7.1,t
BASE,base-v1,2036,C,variable_payment_mln,0.0,mln
BASE,base-v1,2036,C,reservation_payment_mln,0.0,mln
BASE,base-v1,2036,C,total_payment_mln,0.0,mln
BASE,base-v1,2036,C,reliability,0.94,share
BASE,base-v1,2036,D,available,0,bool
BASE,base-v1,2036,D,available_months,0,months
BASE,base-v1,2036,D,capacity_t,120.0,t
BASE,base-v1,2036,D,capacity_available_t,0.0,t
BASE,base-v1,2036,D,reserved_capacity_t,0.0,t
BASE,base-v1,2036,D,ordered_t,0.0,t
BASE,base-v1,2036,D,delivered_plan_t,0.0,t
BASE,base-v1,2036,D,delivered_actual_t,0.0,t
BASE,base-v1,2036,D,delivery_share,1.0,share
BASE,base-v1,2036,D,payable_volume_t,0.0,t
BASE,base-v1,2036,D,take_or_pay_topup_t,0.0,t
BASE,base-v1,2036,D,price_mln_per_t,3.0,t
BASE,base-v1,2036,D,base_price_mln_per_t,3.0,t
BASE,base-v1,2036,D,variable_payment_mln,0.0,mln
BASE,base-v1,2036,D,reservation_payment_mln,0.0,mln
BASE,base-v1,2036,D,total_payment_mln,0.0,mln
BASE,base-v1,2036,E,available,1,bool
BASE,base-v1,2036,E,available_months,12,months
BASE,base-v1,2036,E,capacity_t,80.0,t
BASE,base-v1,2036,E,capacity_available_t,80.0,t
BASE,base-v1,2036,E,reserved_capacity_t,0.0,t
BASE,base-v1,2036,E,ordered_t,0.0,t
BASE,base-v1,2036,E,delivered_plan_t,0.0,t
BASE,base-v1,2036,E,delivered_actual_t,0.0,t
BASE,base-v1,2036,E,delivery_share,1.0,share
BASE,base-v1,2036,E,payable_volume_t,0.0,t
BASE,base-v1,2036,E,take_or_pay_topup_t,0.0,t
BASE,base-v1,2036,E,price_mln_per_t,13.8,t
BASE,base-v1,2036,E,base_price_mln_per_t,13.8,t
BASE,base-v1,2036,E,variable_payment_mln,0.0,mln
BASE,base-v1,2036,E,reservation_payment_mln,0.0,mln
BASE,base-v1,2036,E,total_payment_mln,0.0,mln
BASE,base-v1,2036,E,reliability,0.995,share
BASE,base-v1,2037,A,available,1,bool
BASE,base-v1,2037,A,available_months,12,months
BASE,base-v1,2037,A,capacity_t,190.0,t
BASE,base-v1,2037,A,capacity_available_t,190.0,t
BASE,base-v1,2037,A,reserved_capacity_t,190.0,t
BASE,base-v1,2037,A,ordered_t,185.0,t
BASE,base-v1,2037,A,delivered_plan_t,185.0,t
BASE,base-v1,2037,A,delivered_actual_t,185.0,t
BASE,base-v1,2037,A,delivery_share,1.0,share
BASE,base-v1,2037,A,payable_volume_t,185.0,t
BASE,base-v1,2037,A,take_or_pay_topup_t,0.0,t
BASE,base-v1,2037,A,price_mln_per_t,6.2,t
BASE,base-v1,2037,A,base_price_mln_per_t,6.2,t
BASE,base-v1,2037,A,variable_payment_mln,1147.0,mln
BASE,base-v1,2037,A,reservation_payment_mln,85.5,mln
BASE,base-v1,2037,A,total_payment_mln,1232.5,mln
BASE,base-v1,2037,A,reliability,0.96,share
BASE,base-v1,2037,B,available,1,bool
BASE,base-v1,2037,B,available_months,12,months
BASE,base-v1,2037,B,capacity_t,110.0,t
BASE,base-v1,2037,B,capacity_available_t,110.0,t
BASE,base-v1,2037,B,reserved_capacity_t,30.0,t
BASE,base-v1,2037,B,ordered_t,20.0,t
BASE,base-v1,2037,B,delivered_plan_t,20.0,t
BASE,base-v1,2037,B,delivered_actual_t,20.0,t
BASE,base-v1,2037,B,delivery_share,1.0,share
BASE,base-v1,2037,B,payable_volume_t,20.0,t
BASE,base-v1,2037,B,take_or_pay_topup_t,0.0,t
BASE,base-v1,2037,B,price_mln_per_t,8.9,t
BASE,base-v1,2037,B,base_price_mln_per_t,8.9,t
BASE,base-v1,2037,B,variable_payment_mln,178.0,mln
BASE,base-v1,2037,B,reservation_payment_mln,4.5,mln
BASE,base-v1,2037,B,total_payment_mln,182.5,mln
BASE,base-v1,2037,B,reliability,0.985,share
BASE,base-v1,2037,C,available,0,bool
BASE,base-v1,2037,C,available_months,0,months
BASE,base-v1,2037,C,capacity_t,130.0,t
BASE,base-v1,2037,C,capacity_available_t,0.0,t
BASE,base-v1,2037,C,reserved_capacity_t,0.0,t
BASE,base-v1,2037,C,ordered_t,0.0,t
BASE,base-v1,2037,C,delivered_plan_t,0.0,t
BASE,base-v1,2037,C,delivered_actual_t,0.0,t
BASE,base-v1,2037,C,delivery_share,1.0,share
BASE,base-v1,2037,C,payable_volume_t,0.0,t
BASE,base-v1,2037,C,take_or_pay_topup_t,0.0,t
BASE,base-v1,2037,C,price_mln_per_t,7.1,t
BASE,base-v1,2037,C,base_price_mln_per_t,7.1,t
BASE,base-v1,2037,C,variable_payment_mln,0.0,mln
BASE,base-v1,2037,C,reservation_payment_mln,0.0,mln
BASE,base-v1,2037,C,total_payment_mln,0.0,mln
BASE,base-v1,2037,C,reliability,0.94,share
BASE,base-v1,2037,D,available,0,bool
BASE,base-v1,2037,D,available_months,0,months
BASE,base-v1,2037,D,capacity_t,120.0,t
BASE,base-v1,2037,D,capacity_available_t,0.0,t
BASE,base-v1,2037,D,reserved_capacity_t,0.0,t
BASE,base-v1,2037,D,ordered_t,0.0,t
BASE,base-v1,2037,D,delivered_plan_t,0.0,t
BASE,base-v1,2037,D,delivered_actual_t,0.0,t
BASE,base-v1,2037,D,delivery_share,1.0,share
BASE,base-v1,2037,D,payable_volume_t,0.0,t
BASE,base-v1,2037,D,take_or_pay_topup_t,0.0,t
BASE,base-v1,2037,D,price_mln_per_t,3.0,t
BASE,base-v1,2037,D,base_price_mln_per_t,3.0,t
BASE,base-v1,2037,D,variable_payment_mln,0.0,mln
BASE,base-v1,2037,D,reservation_payment_mln,0.0,mln
BASE,base-v1,2037,D,total_payment_mln,0.0,mln
BASE,base-v1,2037,E,available,1,bool
BASE,base-v1,2037,E,available_months,12,months
BASE,base-v1,2037,E,capacity_t,80.0,t
BASE,base-v1,2037,E,capacity_available_t,80.0,t
BASE,base-v1,2037,E,reserved_capacity_t,0.0,t
BASE,base-v1,2037,E,ordered_t,0.0,t
BASE,base-v1,2037,E,delivered_plan_t,0.0,t
BASE,base-v1,2037,E,delivered_actual_t,0.0,t
BASE,base-v1,2037,E,delivery_share,1.0,share
BASE,base-v1,2037,E,payable_volume_t,0.0,t
BASE,base-v1,2037,E,take_or_pay_topup_t,0.0,t
BASE,base-v1,2037,E,price_mln_per_t,13.8,t
BASE,base-v1,2037,E,base_price_mln_per_t,13.8,t
BASE,base-v1,2037,E,variable_payment_mln,0.0,mln
BASE,base-v1,2037,E,reservation_payment_mln,0.0,mln
BASE,base-v1,2037,E,total_payment_mln,0.0,mln
BASE,base-v1,2037,E,reliability,0.995,share
BASE,base-v1,2038,A,available,1,bool
BASE,base-v1,2038,A,available_months,12,months
BASE,base-v1,2038,A,capacity_t,190.0,t
BASE,base-v1,2038,A,capacity_available_t,190.0,t
BASE,base-v1,2038,A,reserved_capacity_t,190.0,t
BASE,base-v1,2038,A,ordered_t,190.0,t
BASE,base-v1,2038,A,delivered_plan_t,190.0,t
BASE,base-v1,2038,A,delivered_actual_t,190.0,t
BASE,base-v1,2038,A,delivery_share,1.0,share
BASE,base-v1,2038,A,payable_volume_t,190.0,t
BASE,base-v1,2038,A,take_or_pay_topup_t,0.0,t
BASE,base-v1,2038,A,price_mln_per_t,6.2,t
BASE,base-v1,2038,A,base_price_mln_per_t,6.2,t
BASE,base-v1,2038,A,variable_payment_mln,1178.0,mln
BASE,base-v1,2038,A,reservation_payment_mln,85.5,mln
BASE,base-v1,2038,A,total_payment_mln,1263.5,mln
BASE,base-v1,2038,A,reliability,0.96,share
BASE,base-v1,2038,B,available,1,bool
BASE,base-v1,2038,B,available_months,12,months
BASE,base-v1,2038,B,capacity_t,110.0,t
BASE,base-v1,2038,B,capacity_available_t,110.0,t
BASE,base-v1,2038,B,reserved_capacity_t,20.0,t
BASE,base-v1,2038,B,ordered_t,0.0,t
BASE,base-v1,2038,B,delivered_plan_t,0.0,t
BASE,base-v1,2038,B,delivered_actual_t,0.0,t
BASE,base-v1,2038,B,delivery_share,1.0,share
BASE,base-v1,2038,B,payable_volume_t,0.0,t
BASE,base-v1,2038,B,take_or_pay_topup_t,0.0,t
BASE,base-v1,2038,B,price_mln_per_t,8.9,t
BASE,base-v1,2038,B,base_price_mln_per_t,8.9,t
BASE,base-v1,2038,B,variable_payment_mln,0.0,mln
BASE,base-v1,2038,B,reservation_payment_mln,3.0,mln
BASE,base-v1,2038,B,total_payment_mln,3.0,mln
BASE,base-v1,2038,B,reliability,0.985,share
BASE,base-v1,2038,C,available,1,bool
BASE,base-v1,2038,C,available_months,12,months
BASE,base-v1,2038,C,capacity_t,130.0,t
BASE,base-v1,2038,C,capacity_available_t,130.0,t
BASE,base-v1,2038,C,reserved_capacity_t,130.0,t
BASE,base-v1,2038,C,ordered_t,50.0,t
BASE,base-v1,2038,C,delivered_plan_t,50.0,t
BASE,base-v1,2038,C,delivered_actual_t,50.0,t
BASE,base-v1,2038,C,delivery_share,1.0,share
BASE,base-v1,2038,C,payable_volume_t,65.0,t
BASE,base-v1,2038,C,take_or_pay_topup_t,15.0,t
BASE,base-v1,2038,C,price_mln_per_t,7.1,t
BASE,base-v1,2038,C,base_price_mln_per_t,7.1,t
BASE,base-v1,2038,C,variable_payment_mln,461.5,mln
BASE,base-v1,2038,C,reservation_payment_mln,39.0,mln
BASE,base-v1,2038,C,total_payment_mln,500.5,mln
BASE,base-v1,2038,C,reliability,0.88,share
BASE,base-v1,2038,D,available,1,bool
BASE,base-v1,2038,D,available_months,10,months
BASE,base-v1,2038,D,capacity_t,120.0,t
BASE,base-v1,2038,D,capacity_available_t,100.0,t
BASE,base-v1,2038,D,reserved_capacity_t,0.0,t
BASE,base-v1,2038,D,ordered_t,40.0,t
BASE,base-v1,2038,D,delivered_plan_t,40.0,t
BASE,base-v1,2038,D,delivered_actual_t,40.0,t
BASE,base-v1,2038,D,delivery_share,1.0,share
BASE,base-v1,2038,D,payable_volume_t,40.0,t
BASE,base-v1,2038,D,take_or_pay_topup_t,0.0,t
BASE,base-v1,2038,D,price_mln_per_t,3.0,t
BASE,base-v1,2038,D,base_price_mln_per_t,3.0,t
BASE,base-v1,2038,D,variable_payment_mln,120.0,mln
BASE,base-v1,2038,D,reservation_payment_mln,0.0,mln
BASE,base-v1,2038,D,total_payment_mln,120.0,mln
BASE,base-v1,2038,D,reliability,0.78,share
BASE,base-v1,2038,E,available,1,bool
BASE,base-v1,2038,E,available_months,12,months
BASE,base-v1,2038,E,capacity_t,80.0,t
BASE,base-v1,2038,E,capacity_available_t,80.0,t
BASE,base-v1,2038,E,reserved_capacity_t,0.0,t
BASE,base-v1,2038,E,ordered_t,0.0,t
BASE,base-v1,2038,E,delivered_plan_t,0.0,t
BASE,base-v1,2038,E,delivered_actual_t,0.0,t
BASE,base-v1,2038,E,delivery_share,1.0,share
BASE,base-v1,2038,E,payable_volume_t,0.0,t
BASE,base-v1,2038,E,take_or_pay_topup_t,0.0,t
BASE,base-v1,2038,E,price_mln_per_t,13.8,t
BASE,base-v1,2038,E,base_price_mln_per_t,13.8,t
BASE,base-v1,2038,E,variable_payment_mln,0.0,mln
BASE,base-v1,2038,E,reservation_payment_mln,0.0,mln
BASE,base-v1,2038,E,total_payment_mln,0.0,mln
BASE,base-v1,2038,E,reliability,0.995,share
BASE,base-v1,2039,A,available,1,bool
BASE,base-v1,2039,A,available_months,12,months
BASE,base-v1,2039,A,capacity_t,190.0,t
BASE,base-v1,2039,A,capacity_available_t,190.0,t
BASE,base-v1,2039,A,reserved_capacity_t,190.0,t
BASE,base-v1,2039,A,ordered_t,190.0,t
BASE,base-v1,2039,A,delivered_plan_t,190.0,t
BASE,base-v1,2039,A,delivered_actual_t,190.0,t
BASE,base-v1,2039,A,delivery_share,1.0,share
BASE,base-v1,2039,A,payable_volume_t,190.0,t
BASE,base-v1,2039,A,take_or_pay_topup_t,0.0,t
BASE,base-v1,2039,A,price_mln_per_t,6.2,t
BASE,base-v1,2039,A,base_price_mln_per_t,6.2,t
BASE,base-v1,2039,A,variable_payment_mln,1178.0,mln
BASE,base-v1,2039,A,reservation_payment_mln,85.5,mln
BASE,base-v1,2039,A,total_payment_mln,1263.5,mln
BASE,base-v1,2039,A,reliability,0.96,share
BASE,base-v1,2039,B,available,1,bool
BASE,base-v1,2039,B,available_months,12,months
BASE,base-v1,2039,B,capacity_t,110.0,t
BASE,base-v1,2039,B,capacity_available_t,110.0,t
BASE,base-v1,2039,B,reserved_capacity_t,20.0,t
BASE,base-v1,2039,B,ordered_t,0.0,t
BASE,base-v1,2039,B,delivered_plan_t,0.0,t
